Id,gender,age,nationality,sport,ind-university_grade,ind-debateclub,ind-programming_exp,ind-international_exp,ind-entrepeneur_exp,ind-languages,ind-exact_study,ind-degree,company,decision
x4995f,male,29,Dutch,Swimming,64,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,TRUE
x4855b,male,28,Belgian,Rugby,54,TRUE,FALSE,TRUE,TRUE,3,FALSE,master,B,TRUE
x6594f,female,27,Dutch,Golf,58,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x1580b,male,28,Dutch,Football,55,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,B,TRUE
x5344d,male,27,Dutch,Football,66,FALSE,FALSE,FALSE,TRUE,2,TRUE,bachelor,B,FALSE
x3255c,male,30,Dutch,Rugby,59,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,B,TRUE
x9050a,male,25,Dutch,Golf,72,TRUE,TRUE,FALSE,FALSE,2,TRUE,bachelor,B,FALSE
x6388b,male,26,Dutch,Football,66,FALSE,FALSE,FALSE,FALSE,2,TRUE,bachelor,B,FALSE
x3582c,male,28,Dutch,Football,61,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,B,TRUE
x7980b,male,29,Dutch,Cricket,64,FALSE,FALSE,FALSE,FALSE,1,FALSE,master,B,FALSE
x8756b,female,28,Dutch,Golf,61,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x2489d,female,24,Dutch,Swimming,69,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,B,FALSE
x4239e,female,22,Dutch,Tennis,76,FALSE,TRUE,FALSE,TRUE,2,TRUE,master,B,TRUE
x6875g,male,29,Dutch,Rugby,56,TRUE,FALSE,TRUE,TRUE,3,FALSE,master,B,TRUE
x4313b,male,29,Dutch,Rugby,55,FALSE,FALSE,TRUE,FALSE,1,FALSE,bachelor,B,FALSE
x2224f,male,27,Belgian,Rugby,60,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x3376a,male,30,Dutch,Rugby,63,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,B,FALSE
x2502a,male,29,Dutch,Golf,64,FALSE,FALSE,TRUE,FALSE,1,TRUE,master,B,FALSE
x3265e,male,26,Belgian,Rugby,54,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,B,TRUE
x1806e,male,28,Dutch,Rugby,49,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,FALSE
x7998a,male,28,Dutch,Football,70,FALSE,TRUE,FALSE,FALSE,2,TRUE,master,B,TRUE
x3418a,male,21,Dutch,Tennis,63,FALSE,FALSE,FALSE,FALSE,2,TRUE,bachelor,B,FALSE
x4173c,male,25,Belgian,Rugby,66,TRUE,FALSE,TRUE,TRUE,2,FALSE,master,B,TRUE
x7327d,male,26,Dutch,Football,72,TRUE,TRUE,FALSE,TRUE,2,TRUE,master,B,TRUE
x5216g,female,29,Dutch,Golf,64,FALSE,TRUE,TRUE,FALSE,1,TRUE,master,B,FALSE
x3581d,female,24,Dutch,Cricket,62,FALSE,TRUE,FALSE,TRUE,2,TRUE,bachelor,B,FALSE
x4125c,female,24,Belgian,Chess,70,FALSE,TRUE,TRUE,FALSE,1,TRUE,master,B,FALSE
x2987f,female,26,German,Running,66,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,B,FALSE
x2760b,male,29,Dutch,Rugby,59,TRUE,FALSE,TRUE,TRUE,3,FALSE,master,B,TRUE
x3299d,male,27,Dutch,Football,50,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,TRUE
x9573d,male,21,Belgian,Running,68,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x6968g,female,32,Dutch,Cricket,57,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,B,TRUE
x9162a,female,25,Dutch,Chess,61,FALSE,FALSE,FALSE,FALSE,2,TRUE,bachelor,B,FALSE
x4132g,male,21,Belgian,Tennis,71,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x5547c,female,26,Dutch,Swimming,70,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,B,FALSE
x9612f,female,26,Dutch,Running,73,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x3744a,male,22,Dutch,Tennis,65,FALSE,TRUE,FALSE,FALSE,2,TRUE,bachelor,B,TRUE
x8019g,male,28,Dutch,Golf,63,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x3143f,female,21,Dutch,Swimming,61,FALSE,FALSE,FALSE,FALSE,0,TRUE,master,B,FALSE
x2790e,male,30,Dutch,Football,55,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,B,TRUE
x7176a,female,30,Dutch,Swimming,55,TRUE,FALSE,FALSE,FALSE,2,FALSE,master,B,TRUE
x9457g,female,23,Belgian,Swimming,70,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,B,FALSE
x9151d,female,24,Dutch,Tennis,63,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x2253g,male,24,Dutch,Tennis,69,TRUE,FALSE,FALSE,TRUE,2,TRUE,bachelor,B,FALSE
x9270g,male,24,Dutch,Rugby,55,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,TRUE
x3314d,other,21,Dutch,Swimming,65,FALSE,FALSE,FALSE,FALSE,2,TRUE,bachelor,B,TRUE
x9014d,female,28,German,Chess,70,FALSE,TRUE,TRUE,FALSE,1,TRUE,master,B,FALSE
x2408b,male,26,Belgian,Cricket,64,FALSE,FALSE,FALSE,FALSE,0,FALSE,master,B,FALSE
x9342e,female,23,Dutch,Tennis,56,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x6415b,other,26,Dutch,Tennis,57,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x5835g,female,21,Dutch,Tennis,69,FALSE,TRUE,FALSE,TRUE,2,TRUE,master,B,TRUE
x4278e,female,25,Dutch,Running,66,FALSE,TRUE,FALSE,TRUE,2,FALSE,bachelor,B,TRUE
x2480d,female,23,Dutch,Swimming,69,TRUE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x2041b,male,27,Dutch,Football,53,TRUE,FALSE,FALSE,FALSE,2,FALSE,master,B,TRUE
x6901f,male,30,Dutch,Football,59,TRUE,FALSE,FALSE,FALSE,2,FALSE,master,B,TRUE
x1161c,other,30,Dutch,Golf,64,FALSE,TRUE,FALSE,FALSE,0,FALSE,bachelor,B,FALSE
x5487b,male,29,Dutch,Rugby,57,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,B,FALSE
x9554a,male,30,Dutch,Football,67,FALSE,FALSE,TRUE,FALSE,1,TRUE,master,B,FALSE
x9979b,male,30,Dutch,Football,51,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,FALSE
x6263a,male,26,German,Cricket,70,FALSE,TRUE,TRUE,FALSE,1,TRUE,master,B,FALSE
x1943a,female,25,German,Running,67,TRUE,TRUE,FALSE,FALSE,2,TRUE,bachelor,B,FALSE
x9700a,male,24,Dutch,Rugby,57,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,FALSE
x8460f,male,32,Dutch,Cricket,68,FALSE,FALSE,TRUE,FALSE,1,TRUE,master,B,FALSE
x9230c,male,30,Dutch,Football,57,FALSE,FALSE,FALSE,FALSE,1,FALSE,master,B,FALSE
x6619g,male,25,German,Running,66,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,B,FALSE
x9334g,male,24,Dutch,Rugby,56,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,TRUE
x6556d,female,21,Dutch,Chess,75,FALSE,TRUE,FALSE,FALSE,2,TRUE,master,B,TRUE
x3153d,male,30,Dutch,Football,54,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,B,TRUE
x6719d,male,22,German,Tennis,69,FALSE,TRUE,FALSE,FALSE,2,TRUE,master,B,FALSE
x8627a,female,25,Dutch,Swimming,66,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x4789g,male,24,Dutch,Cricket,63,TRUE,TRUE,FALSE,FALSE,2,FALSE,bachelor,B,FALSE
x5878g,male,28,Belgian,Football,60,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,B,TRUE
x4456e,male,28,German,Football,65,FALSE,FALSE,TRUE,TRUE,2,FALSE,phd,B,TRUE
x3701f,female,26,Dutch,Tennis,67,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x9477e,female,22,Dutch,Running,64,FALSE,TRUE,FALSE,FALSE,0,TRUE,bachelor,B,FALSE
x9103c,female,29,Dutch,Football,56,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,B,FALSE
x3397a,male,22,Dutch,Tennis,60,TRUE,TRUE,FALSE,FALSE,2,FALSE,bachelor,B,FALSE
x2208e,female,26,Dutch,Football,63,TRUE,FALSE,TRUE,FALSE,2,FALSE,master,B,TRUE
x4461a,female,26,Dutch,Swimming,56,TRUE,FALSE,TRUE,TRUE,2,FALSE,master,B,TRUE
x3623f,female,26,Belgian,Football,66,FALSE,FALSE,FALSE,TRUE,1,TRUE,master,B,FALSE
x3721a,female,26,Dutch,Tennis,63,TRUE,FALSE,TRUE,TRUE,3,FALSE,phd,B,TRUE
x6351g,female,28,Dutch,Rugby,53,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x7248f,female,25,Dutch,Tennis,72,FALSE,TRUE,FALSE,FALSE,1,TRUE,phd,B,FALSE
x2945f,male,27,Dutch,Running,65,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,TRUE
x4205f,male,26,Dutch,Tennis,73,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x9795d,female,27,German,Swimming,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x4193e,male,26,Dutch,Rugby,70,TRUE,TRUE,FALSE,FALSE,1,TRUE,phd,B,FALSE
x8420a,female,28,Dutch,Chess,59,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,B,FALSE
x4953f,female,21,Dutch,Tennis,62,FALSE,FALSE,TRUE,FALSE,1,TRUE,bachelor,B,FALSE
x7239c,female,26,Dutch,Rugby,60,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,B,TRUE
x5708c,male,27,Dutch,Football,55,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,B,TRUE
x5942g,male,28,Dutch,Golf,59,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x9953c,male,28,German,Swimming,54,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,B,TRUE
x7607a,male,25,Dutch,Football,65,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x2548d,female,28,Dutch,Swimming,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x5699g,male,28,Dutch,Swimming,60,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x7581g,male,27,Dutch,Rugby,59,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,B,FALSE
x4811g,female,22,Dutch,Swimming,60,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x9792d,female,27,Dutch,Football,67,TRUE,TRUE,FALSE,FALSE,2,TRUE,master,B,TRUE
x1437d,male,25,German,Football,65,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x9750c,male,27,Belgian,Football,63,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,B,TRUE
x1612a,female,25,Belgian,Football,55,FALSE,FALSE,TRUE,FALSE,2,FALSE,master,B,TRUE
x9572d,female,23,Belgian,Running,63,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x9971a,female,27,Belgian,Swimming,67,FALSE,FALSE,FALSE,FALSE,0,TRUE,master,B,FALSE
x4816a,male,28,Dutch,Rugby,51,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x3469f,male,28,German,Rugby,69,FALSE,FALSE,TRUE,FALSE,1,TRUE,master,B,FALSE
x5522d,male,25,Dutch,Football,53,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,B,TRUE
x3240d,male,26,Dutch,Football,62,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,B,FALSE
x9816a,female,22,Dutch,Running,70,FALSE,TRUE,FALSE,TRUE,2,TRUE,bachelor,B,FALSE
x7054d,male,26,Dutch,Football,58,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,B,FALSE
x8217f,male,30,Dutch,Rugby,59,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,B,TRUE
x9731b,male,29,Dutch,Rugby,49,TRUE,FALSE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x8114e,male,27,Dutch,Rugby,52,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,TRUE
x7882c,male,27,Dutch,Golf,64,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,B,FALSE
x5209g,female,29,Dutch,Football,57,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,B,FALSE
x2981g,male,28,German,Football,60,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x1807g,female,28,German,Football,60,FALSE,FALSE,FALSE,FALSE,1,FALSE,master,B,FALSE
x5115e,male,32,Dutch,Golf,61,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,B,FALSE
x8674c,female,21,German,Tennis,56,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x2147d,male,28,Dutch,Rugby,49,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x1701e,male,26,Dutch,Golf,66,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x7994c,male,24,Dutch,Rugby,51,FALSE,FALSE,TRUE,FALSE,2,FALSE,master,B,TRUE
x8088a,female,27,Dutch,Golf,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x6291b,female,25,Dutch,Cricket,60,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,TRUE
x3478e,female,26,Belgian,Cricket,61,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x2838e,male,24,German,Swimming,58,FALSE,FALSE,TRUE,FALSE,2,FALSE,master,B,TRUE
x7808e,male,21,Dutch,Football,65,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x6101c,female,26,Dutch,Swimming,62,FALSE,FALSE,TRUE,FALSE,0,TRUE,master,B,FALSE
x5706d,male,29,Dutch,Tennis,61,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,TRUE
x1581e,female,23,Dutch,Chess,68,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,B,FALSE
x1482f,female,27,Belgian,Swimming,77,FALSE,TRUE,TRUE,FALSE,2,TRUE,phd,B,FALSE
x9644g,female,28,Dutch,Golf,54,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x2301c,male,26,German,Rugby,66,FALSE,TRUE,TRUE,FALSE,0,TRUE,master,B,FALSE
x1916g,male,31,Dutch,Golf,60,FALSE,FALSE,TRUE,FALSE,1,FALSE,bachelor,B,FALSE
x8040c,male,25,Dutch,Football,67,TRUE,FALSE,FALSE,FALSE,3,FALSE,master,B,TRUE
x9575g,female,25,Dutch,Running,68,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x4900b,male,27,Dutch,Rugby,54,TRUE,FALSE,FALSE,TRUE,2,FALSE,master,B,TRUE
x9549b,female,24,Dutch,Swimming,61,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x4183a,female,31,Dutch,Golf,66,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x8600d,male,24,Dutch,Rugby,56,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,B,FALSE
x8026c,male,30,Dutch,Rugby,65,TRUE,FALSE,FALSE,FALSE,2,TRUE,master,B,TRUE
x2066f,male,25,Dutch,Running,59,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,FALSE
x5742g,female,25,Dutch,Chess,60,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,B,FALSE
x5824c,male,28,Dutch,Rugby,57,FALSE,FALSE,TRUE,TRUE,2,FALSE,master,B,TRUE
x3265a,male,31,Dutch,Rugby,55,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,B,FALSE
x8293d,female,31,Dutch,Swimming,69,FALSE,TRUE,TRUE,FALSE,1,TRUE,phd,B,FALSE
x4240b,female,28,Belgian,Tennis,50,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,B,FALSE
x3449a,female,23,Dutch,Swimming,72,FALSE,TRUE,FALSE,TRUE,2,TRUE,master,B,FALSE
x4478a,female,21,Dutch,Chess,66,FALSE,TRUE,FALSE,FALSE,1,FALSE,master,B,FALSE
x7006a,female,25,Dutch,Cricket,65,FALSE,FALSE,FALSE,FALSE,2,TRUE,bachelor,B,FALSE
x7366g,male,29,German,Cricket,65,FALSE,FALSE,FALSE,FALSE,0,TRUE,phd,B,FALSE
x7335b,female,21,Dutch,Cricket,75,TRUE,TRUE,FALSE,FALSE,2,TRUE,master,B,TRUE
x5630d,male,25,Dutch,Football,53,FALSE,FALSE,FALSE,TRUE,3,FALSE,master,B,TRUE
x3995e,other,28,Dutch,Tennis,57,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,TRUE
x5704c,female,26,Dutch,Swimming,60,FALSE,TRUE,FALSE,FALSE,0,FALSE,bachelor,B,FALSE
x1002f,male,29,Dutch,Swimming,66,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,B,TRUE
x4460f,female,28,Dutch,Running,71,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x7012e,male,27,Dutch,Tennis,62,TRUE,FALSE,TRUE,FALSE,2,FALSE,phd,B,TRUE
x1591b,male,27,Dutch,Swimming,64,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x9299f,female,28,Dutch,Chess,63,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x7860b,male,27,Belgian,Football,56,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,B,TRUE
x5584f,female,27,Dutch,Chess,76,FALSE,TRUE,TRUE,FALSE,1,TRUE,master,B,FALSE
x2962b,male,27,Dutch,Swimming,60,TRUE,FALSE,TRUE,TRUE,3,FALSE,master,B,TRUE
x8615a,female,27,Dutch,Rugby,56,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,B,FALSE
x6306d,female,22,Dutch,Football,58,FALSE,TRUE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x6969a,male,27,German,Golf,59,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,B,FALSE
x1250d,male,21,Belgian,Football,76,TRUE,TRUE,FALSE,FALSE,2,TRUE,phd,B,TRUE
x2055a,male,26,Dutch,Rugby,62,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,B,TRUE
x5285e,female,25,Dutch,Chess,67,FALSE,FALSE,FALSE,FALSE,0,TRUE,master,B,FALSE
x8164f,male,28,Dutch,Rugby,60,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,B,TRUE
x1609f,female,25,Dutch,Swimming,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x6928d,female,26,Dutch,Tennis,67,FALSE,TRUE,FALSE,FALSE,2,TRUE,bachelor,B,FALSE
x7114c,male,25,Dutch,Rugby,52,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,B,TRUE
x2551e,female,26,Belgian,Swimming,70,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,B,FALSE
x4984g,male,32,Dutch,Cricket,56,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,B,FALSE
x5477a,female,21,Dutch,Swimming,75,TRUE,TRUE,FALSE,FALSE,2,TRUE,master,B,TRUE
x2465a,male,27,Dutch,Rugby,67,FALSE,TRUE,TRUE,FALSE,0,TRUE,phd,B,FALSE
x3017a,female,31,Dutch,Golf,55,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,B,FALSE
x6369e,female,24,Dutch,Swimming,71,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,B,FALSE
x7352b,male,32,German,Football,64,FALSE,TRUE,FALSE,FALSE,0,TRUE,phd,B,FALSE
x9960d,male,25,Dutch,Football,65,TRUE,TRUE,FALSE,FALSE,2,FALSE,master,B,FALSE
x2070e,female,31,Dutch,Swimming,62,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,B,FALSE
x3484d,male,31,Dutch,Rugby,61,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,B,FALSE
x9879c,female,27,Dutch,Football,61,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x3843d,male,26,Dutch,Golf,55,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,B,FALSE
x7643g,male,24,German,Rugby,54,TRUE,FALSE,TRUE,TRUE,3,FALSE,master,B,TRUE
x3949a,female,23,Dutch,Running,68,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x4144g,female,29,Dutch,Tennis,59,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,B,TRUE
x3968c,female,26,Dutch,Chess,74,FALSE,TRUE,TRUE,FALSE,1,TRUE,phd,B,TRUE
x9234g,male,27,Dutch,Chess,56,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,B,FALSE
x8508e,female,23,Dutch,Running,75,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x9480d,other,23,German,Tennis,72,TRUE,TRUE,FALSE,FALSE,2,TRUE,master,B,FALSE
x7889a,female,21,Belgian,Cricket,59,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x3503e,male,30,Dutch,Rugby,63,TRUE,FALSE,FALSE,FALSE,2,FALSE,master,B,TRUE
x1205e,male,29,Dutch,Rugby,62,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,B,TRUE
x5695c,male,26,Dutch,Football,59,FALSE,FALSE,FALSE,FALSE,1,FALSE,master,B,FALSE
x5139a,female,22,Belgian,Swimming,71,FALSE,TRUE,TRUE,FALSE,1,TRUE,master,B,FALSE
x2149c,male,22,Dutch,Football,64,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x8207g,male,30,Dutch,Football,66,TRUE,FALSE,TRUE,TRUE,2,FALSE,master,B,TRUE
x7746g,male,27,Belgian,Rugby,61,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,B,TRUE
x3381a,male,26,Dutch,Rugby,53,FALSE,FALSE,TRUE,TRUE,2,FALSE,master,B,TRUE
x1061b,male,25,Dutch,Football,49,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,B,FALSE
x9958a,female,24,Dutch,Running,63,FALSE,FALSE,FALSE,FALSE,0,TRUE,master,B,FALSE
x9537e,male,27,Dutch,Rugby,57,FALSE,FALSE,TRUE,FALSE,1,FALSE,bachelor,B,FALSE
x5080g,male,27,Dutch,Swimming,64,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x8686a,male,27,Dutch,Football,54,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,B,TRUE
x9376g,male,25,Dutch,Rugby,58,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,TRUE
x6917f,female,27,Dutch,Chess,65,FALSE,FALSE,TRUE,FALSE,1,TRUE,master,B,FALSE
x6936d,other,26,Dutch,Swimming,73,FALSE,TRUE,TRUE,FALSE,1,TRUE,master,B,FALSE
x7613c,male,28,Dutch,Cricket,63,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,B,FALSE
x6326b,female,26,Dutch,Running,57,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x4225c,female,25,Dutch,Swimming,68,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x6273f,male,21,Dutch,Running,68,FALSE,TRUE,TRUE,FALSE,1,TRUE,master,B,FALSE
x3915e,male,25,Dutch,Rugby,54,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,B,TRUE
x9980d,female,24,Dutch,Running,64,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,B,FALSE
x5893a,male,24,Dutch,Swimming,70,FALSE,TRUE,TRUE,FALSE,2,TRUE,master,B,TRUE
x6262d,male,27,Dutch,Golf,72,FALSE,TRUE,FALSE,FALSE,1,TRUE,phd,B,FALSE
x7387f,male,29,Belgian,Rugby,69,FALSE,FALSE,TRUE,FALSE,1,TRUE,master,B,FALSE
x6448d,male,30,Dutch,Football,59,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,FALSE
x5608d,female,22,Dutch,Running,63,FALSE,TRUE,FALSE,FALSE,0,TRUE,bachelor,B,FALSE
x7848b,male,26,Dutch,Rugby,69,FALSE,TRUE,TRUE,FALSE,1,FALSE,phd,B,FALSE
x3391d,male,25,Dutch,Rugby,58,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,B,TRUE
x1295g,female,29,Belgian,Golf,62,FALSE,TRUE,FALSE,FALSE,1,FALSE,bachelor,B,FALSE
x5639f,female,31,German,Rugby,57,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,B,FALSE
x6316d,male,21,Dutch,Swimming,67,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,B,TRUE
x3395c,female,28,Dutch,Swimming,66,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,B,FALSE
x5078b,male,29,Dutch,Cricket,66,FALSE,TRUE,TRUE,FALSE,0,TRUE,master,B,FALSE
x7145c,male,25,Dutch,Rugby,56,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,TRUE
x4265e,female,27,Dutch,Football,56,FALSE,FALSE,FALSE,FALSE,3,FALSE,bachelor,B,FALSE
x3589b,male,26,Dutch,Football,66,FALSE,TRUE,FALSE,FALSE,2,TRUE,bachelor,B,FALSE
x5479g,female,31,Belgian,Golf,60,FALSE,FALSE,TRUE,FALSE,1,FALSE,bachelor,B,FALSE
x4548g,male,26,Dutch,Swimming,73,TRUE,TRUE,FALSE,TRUE,2,TRUE,master,B,TRUE
x4812a,female,25,Dutch,Running,62,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x4718g,female,25,Dutch,Tennis,71,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x6215d,female,28,Dutch,Running,60,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,B,FALSE
x6191b,other,27,Dutch,Cricket,75,FALSE,TRUE,FALSE,FALSE,2,TRUE,master,B,FALSE
x9189g,male,27,Dutch,Football,54,FALSE,FALSE,TRUE,FALSE,2,FALSE,master,B,TRUE
x3397b,male,31,German,Golf,57,FALSE,FALSE,TRUE,FALSE,0,FALSE,phd,B,FALSE
x6681c,female,28,Belgian,Football,65,TRUE,FALSE,FALSE,FALSE,2,TRUE,bachelor,B,TRUE
x4346d,female,27,Dutch,Swimming,70,FALSE,FALSE,TRUE,FALSE,1,TRUE,master,B,FALSE
x1875f,female,24,Dutch,Football,64,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,B,FALSE
x3807b,male,24,Dutch,Football,53,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,B,TRUE
